2026-04-07 16:47:20,496 | INFO | Run log file: runs/logs/run_20260407_164720.log
2026-04-07 16:47:20,496 | INFO | Starting pipeline run
2026-04-07 16:47:20,496 | INFO | Lookback config: {'years': 3, 'months': 0, 'days': 0}
2026-04-07 16:47:20,496 | INFO | Search max_results: 10
2026-04-07 16:47:20,496 | INFO | Query config: use_and_query=True, enforce_domain_prefilter=True, prefilter_min_matches=1, require_anchor_match=True
2026-04-07 16:47:20,496 | INFO | Selection top_n: 3
2026-04-07 16:47:20,496 | INFO | Inference model: Qwen/Qwen3-VL-30B-A3B-Instruct-FP8
2026-04-07 16:47:20,496 | INFO | arXiv tuning: {'arxiv_page_size': 0, 'arxiv_delay_seconds': 6.0, 'arxiv_num_retries': 6, 'arxiv_max_attempts': 4, 'arxiv_backoff_seconds': 20.0}
2026-04-07 16:47:20,496 | INFO | arXiv query: ("claims reserving" OR "loss reserving" OR "IBNR" OR "claim development" OR "run-off" OR "individual claims reserving" OR "individual loss reserving" OR "micro-level reserving" OR "insurance reserving" OR "chain ladder" OR "actuarial reserving") AND ("transformer" OR "recurrent neural network" OR "mixture density network" OR "machine learning" OR "neural network")
2026-04-07 16:47:20,497 | INFO | Domain prefilter terms: ['claims reserving', 'loss reserving', 'insurance reserving', 'actuarial reserving', 'individual claims reserving', 'individual loss reserving', 'micro-level reserving', 'IBNR', 'chain ladder']
2026-04-07 16:47:20,497 | INFO | Anchor terms: ['claims reserving', 'loss reserving', 'insurance reserving', 'actuarial reserving', 'individual claims reserving', 'individual loss reserving', 'micro-level reserving', 'IBNR', 'chain ladder', 'reserving']
2026-04-07 16:47:20,497 | INFO | Fetching papers from arXiv
2026-04-07 16:47:20,497 | INFO | arXiv fetch attempt 1/4 (page_size=10, delay_seconds=6.0, num_retries=6)
2026-04-07 16:50:13,330 | INFO | arXiv HTTP 429 on attempt 1/4; backing off for 20.0 seconds before retry
2026-04-07 16:50:33,332 | INFO | arXiv fetch attempt 2/4 (page_size=10, delay_seconds=6.0, num_retries=6)
2026-04-07 16:52:13,259 | INFO | arXiv HTTP 429 on attempt 2/4; backing off for 40.0 seconds before retry
2026-04-07 16:52:53,261 | INFO | arXiv fetch attempt 3/4 (page_size=10, delay_seconds=6.0, num_retries=6)
2026-04-07 16:53:50,741 | INFO | arXiv candidates returned: 10
2026-04-07 16:53:50,741 | INFO | [arxiv_raw] 1/10 id=2602.15385v2 in_window=True domain_match=True prefilter_hits=['claims reserving', 'individual claims reserving'] anchor_hits=['claims reserving', 'individual claims reserving', 'reserving'] published=2026-02-17 06:46:17+00:00 title=From Chain-Ladder to Individual Claims Reserving
2026-04-07 16:53:50,741 | INFO | [arxiv_raw] 2/10 id=2601.07637v1 in_window=True domain_match=True prefilter_hits=['claims reserving', 'individual claims reserving'] anchor_hits=['claims reserving', 'individual claims reserving', 'reserving'] published=2026-01-12 15:17:18+00:00 title=Reinforcement Learning for Micro-Level Claims Reserving
2026-04-07 16:53:50,741 | INFO | [arxiv_raw] 3/10 id=2601.05274v1 in_window=True domain_match=True prefilter_hits=['loss reserving', 'actuarial reserving', 'individual loss reserving'] anchor_hits=['loss reserving', 'actuarial reserving', 'individual loss reserving', 'reserving'] published=2025-12-28 05:51:05+00:00 title=On the use of case estimate and transactional payment data in neural networks for individual loss reserving
2026-04-07 16:53:50,741 | INFO | [arxiv_raw] 4/10 id=2505.02256v1 in_window=True domain_match=False prefilter_hits=[] anchor_hits=[] published=2025-05-04 21:29:32+00:00 title=OASIS: Optimized Lightweight Autoencoder System for Distributed In-Sensor computing
2026-04-07 16:53:50,741 | INFO | [arxiv_raw] 5/10 id=2504.09396v2 in_window=True domain_match=True prefilter_hits=['loss reserving', 'insurance reserving', 'actuarial reserving'] anchor_hits=['loss reserving', 'insurance reserving', 'actuarial reserving', 'reserving'] published=2025-04-13 01:43:25+00:00 title=Adaptive Insurance Reserving with CVaR-Constrained Reinforcement Learning under Macroeconomic Regimes
2026-04-07 16:53:50,741 | INFO | [arxiv_raw] 6/10 id=2503.09885v1 in_window=True domain_match=False prefilter_hits=[] anchor_hits=[] published=2025-03-12 22:53:27+00:00 title=QuickDraw: Fast Visualization, Analysis and Active Learning for Medical Image Segmentation
