2026-04-08 09:51:51,932 | INFO | Run log file: runs/logs/run_20260408_095151.log
2026-04-08 09:51:51,932 | INFO | CLI mode override: arxiv_only
2026-04-08 09:51:51,932 | INFO | Starting pipeline run
2026-04-08 09:51:51,932 | INFO | Pipeline mode: arxiv_only
2026-04-08 09:51:51,932 | INFO | Lookback config: {'years': 3, 'months': 0, 'days': 0}
2026-04-08 09:51:51,932 | INFO | Search max_results: 200
2026-04-08 09:51:51,932 | INFO | Query config: use_and_query=True, enforce_domain_prefilter=False, prefilter_min_matches=1, require_anchor_match=True, term_match_mode=stem
2026-04-08 09:51:51,932 | INFO | Selection top_n: 3
2026-04-08 09:51:51,932 | INFO | Inference model: Qwen/Qwen3-VL-30B-A3B-Instruct-FP8
2026-04-08 09:51:51,932 | INFO | Structured review config: enabled=True, mode=separate, file=/home/nodozi/projects/mlir_wp/arxiv-daily-digest/pipeline_data/review_questions.json, max_questions=15, include_in_digest=True
2026-04-08 09:51:51,932 | INFO | arXiv tuning: {'arxiv_page_size': 0, 'arxiv_delay_seconds': 6.0, 'arxiv_num_retries': 6, 'arxiv_max_attempts': 4, 'arxiv_backoff_seconds': 20.0}
2026-04-08 09:51:51,932 | INFO | Network retry config: {'openai_retry_max_attempts': 8, 'openai_retry_base_seconds': 5.0, 'openai_retry_max_seconds': 120.0, 'poll_interval_seconds': 30.0, 'max_consecutive_poll_errors': 0}
2026-04-08 09:51:51,932 | INFO | LLM payload source: arXiv title + abstract metadata only (no PDF/full-paper download).
2026-04-08 09:51:51,932 | INFO | arXiv query: ("insurance" OR "general insurance" OR "p&c" OR "non-life" OR "claim" OR "reserving" OR "property & casualty" OR "property and casualty" OR "non-life insurance" OR "claims reserving" OR "loss reserving" OR "IBNR" OR "claim development" OR "run-off" OR "individual claims reserving" OR "individual loss reserving" OR "micro-level reserving" OR "granular reserving" OR "insurance reserving" OR "chain ladder" OR "actuarial reserving") AND ("machine learning" OR "ml" OR "artificial intelligence" OR "ai" OR "gen ai" OR "generative artificial intelligence" OR "simulation" OR "forecast" OR "forecasting" OR "predict" OR "estimation" OR "model" OR "modelling" OR "generalized linear model" OR "glm" OR "neural network" OR "transformer" OR "recurrent neural network" OR "mixture density network")
2026-04-08 09:51:51,932 | INFO | Domain prefilter terms: disabled
2026-04-08 09:51:51,932 | INFO | Anchor terms: ['claims reserving', 'loss reserving', 'insurance reserving', 'actuarial reserving', 'individual claims reserving', 'individual loss reserving', 'micro-level reserving', 'IBNR', 'chain ladder', 'reserving']
2026-04-08 09:51:51,932 | INFO | Fetching papers from arXiv
2026-04-08 09:51:51,932 | INFO | arXiv fetch attempt 1/4 (page_size=100, delay_seconds=6.0, num_retries=6)
2026-04-08 09:52:15,020 | INFO | arXiv candidates returned: 200
2026-04-08 09:52:15,021 | INFO | [arxiv_raw] 1/200 id=2604.06093v1 in_window=True domain_match=True prefilter_hits=[] anchor_hits=['reserving'] published=2026-04-07 17:07:39+00:00 lead_author=Alex Zongo title=eVTOL Aircraft Energy Overhead Estimation under Conflict Resolution in High-Density Airspaces
2026-04-08 09:52:15,021 | INFO | [arxiv_raw] 2/200 id=2604.06018v1 in_window=True domain_match=False prefilter_hits=[] anchor_hits=[] published=2026-04-07 16:16:05+00:00 lead_author=Uloma Okoro title=Governance and Regulation of Artificial Intelligence in Developing Countries: A Case Study of Nigeria
2026-04-08 09:52:15,021 | INFO | [arxiv_raw] 3/200 id=2604.06013v1 in_window=True domain_match=False prefilter_hits=[] anchor_hits=[] published=2026-04-07 16:06:52+00:00 lead_author=Michael Cuccarese title=Epistemic Blinding: An Inference-Time Protocol for Auditing Prior Contamination in LLM-Assisted Analysis
2026-04-08 09:52:15,021 | INFO | [arxiv_raw] 4/200 id=2604.05952v1 in_window=True domain_match=False prefilter_hits=[] anchor_hits=[] published=2026-04-07 14:46:26+00:00 lead_author=Yi Yuan title=Towards Trustworthy Report Generation: A Deep Research Agent with Progressive Confidence Estimation and Calibration
2026-04-08 09:52:15,021 | INFO | [arxiv_raw] 5/200 id=2604.05830v1 in_window=True domain_match=True prefilter_hits=[] anchor_hits=['reserving'] published=2026-04-07 13:02:04+00:00 lead_author=Fernando López title="OK Aura, Be Fair With Me": Demographics-Agnostic Training for Bias Mitigation in Wake-up Word Detection
2026-04-08 09:52:15,021 | INFO | [arxiv_raw] 6/200 id=2604.05812v1 in_window=True domain_match=False prefilter_hits=[] anchor_hits=[] published=2026-04-07 12:49:01+00:00 lead_author=Aayush Arya title=Strontium and helium in the kilonova AT2017gfo: Origin of the 1μm feature constrained via NLTE calculations
2026-04-08 09:52:15,021 | INFO | [arxiv_raw] 7/200 id=2604.05793v1 in_window=True domain_match=False prefilter_hits=[] anchor_hits=[] published=2026-04-07 12:29:56+00:00 lead_author=Bo Ma title=BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents
2026-04-08 09:52:15,021 | INFO | [arxiv_raw] 8/200 id=2604.05631v1 in_window=True domain_match=False prefilter_hits=[] anchor_hits=[] published=2026-04-07 09:35:03+00:00 lead_author=Amir Konigsberg title=Beyond Behavior: Why AI Evaluation Needs a Cognitive Revolution
2026-04-08 09:52:15,021 | INFO | [arxiv_raw] 9/200 id=2604.05485v1 in_window=True domain_match=False prefilter_hits=[] anchor_hits=[] published=2026-04-07 06:25:49+00:00 lead_author=Yi Nian title=Auditable Agents
2026-04-08 09:52:15,021 | INFO | [arxiv_raw] 10/200 id=2604.05272v1 in_window=True domain_match=False prefilter_hits=[] anchor_hits=[] published=2026-04-07 00:13:20+00:00 lead_author=Russell H. Taylor title=Final Report, Center for Computer-Integrated Computer-Integrated Surgical Systems and Technology, NSF ERC Cooperative Agreement EEC9731748, Volume 1
2026-04-08 09:52:15,021 | INFO | [arxiv_raw] 11/200 id=2604.05229v1 in_window=True domain_match=True prefilter_hits=[] anchor_hits=['reserving'] published=2026-04-06 22:49:28+00:00 lead_author=Christopher Koch title=From Governance Norms to Enforceable Controls: A Layered Translation Method for Runtime Guardrails in Agentic AI
2026-04-08 09:52:15,021 | INFO | [arxiv_raw] 12/200 id=2604.05167v1 in_window=True domain_match=True prefilter_hits=[] anchor_hits=['reserving'] published=2026-04-06 20:58:30+00:00 lead_author=Owen Shen title=End-to-End Learning of Correlated Operating Reserve Requirements in Security-Constrained Economic Dispatch
2026-04-08 09:52:15,021 | INFO | [arxiv_raw] 13/200 id=2604.05143v1 in_window=True domain_match=False prefilter_hits=[] anchor_hits=[] published=2026-04-06 20:11:04+00:00 lead_author=Platon Promyslov title=Existence of a classical solution to the integro-differential equation arising in the Cramér--Lundberg non-life insurance model with proportional investment
2026-04-08 09:52:15,021 | INFO | [arxiv_raw] 14/200 id=2604.05093v1 in_window=True domain_match=False prefilter_hits=[] anchor_hits=[] published=2026-04-06 18:46:39+00:00 lead_author=Vikram Ravi title=Great Walls of Cosmic Baryons in the Northern Sky
2026-04-08 09:52:15,021 | INFO | [arxiv_raw] 15/200 id=2604.05020v1 in_window=True domain_match=False prefilter_hits=[] anchor_hits=[] published=2026-04-06 18:00:01+00:00 lead_author=Hiromichi Tagawa title=Electromagnetic Flares from Compact-Object Mergers in AGN Disks: Signatures and Predictions
2026-04-08 09:52:15,021 | INFO | [arxiv_raw] 16/200 id=2604.05016v1 in_window=True domain_match=False prefilter_hits=[] anchor_hits=[] published=2026-04-06 18:00:00+00:00 lead_author=Yasunori Nomura title=Electroweak Doublet Dark Matter for a Galactic Halo Gamma-Ray Excess
2026-04-08 09:52:15,021 | INFO | [arxiv_raw] 17/200 id=2604.04815v1 in_window=True domain_match=False prefilter_hits=[] anchor_hits=[] published=2026-04-06 16:20:47+00:00 lead_author=Cheng Xu title=LiveFact: A Dynamic, Time-Aware Benchmark for LLM-Driven Fake News Detection
