2026-04-08 13:57:53,431 | INFO | Run log file: runs/logs/run_20260408_135753.log
2026-04-08 13:57:53,432 | INFO | CLI mode override: full
2026-04-08 13:57:53,432 | INFO | Starting pipeline run
2026-04-08 13:57:53,432 | INFO | Pipeline mode: full
2026-04-08 13:57:53,432 | INFO | Lookback config: {'years': 10, 'months': 0, 'days': 0}
2026-04-08 13:57:53,432 | INFO | Search max_results: 100
2026-04-08 13:57:53,432 | INFO | Query config: use_and_query=True, enforce_domain_prefilter=False, prefilter_min_matches=1, require_anchor_match=False, term_match_mode=stem
2026-04-08 13:57:53,432 | INFO | Selection top_n: 20
2026-04-08 13:57:53,432 | INFO | Inference model: Qwen/Qwen3-VL-30B-A3B-Instruct-FP8
2026-04-08 13:57:53,432 | INFO | Structured review config: enabled=True, mode=separate, file=/home/nodozi/projects/mlir_wp/arxiv-daily-digest/pipeline_data/review_questions.json, max_questions=15, include_in_digest=True
2026-04-08 13:57:53,432 | INFO | arXiv tuning: {'arxiv_page_size': 0, 'arxiv_delay_seconds': 6.0, 'arxiv_num_retries': 6, 'arxiv_max_attempts': 4, 'arxiv_backoff_seconds': 20.0}
2026-04-08 13:57:53,432 | INFO | Network retry config: {'openai_retry_max_attempts': 8, 'openai_retry_base_seconds': 5.0, 'openai_retry_max_seconds': 120.0, 'poll_interval_seconds': 30.0, 'max_consecutive_poll_errors': 0}
2026-04-08 13:57:53,432 | INFO | LLM payload source: arXiv title + abstract metadata only (no PDF/full-paper download).
2026-04-08 13:57:53,432 | INFO | arXiv query: ("general insurance" OR "P&C insurance" OR "P&C business" OR "property and casualty insurance" OR "non-life insurance" OR "non-life business" OR "property and casualty" OR "claims reserving" OR "claim loss" OR "claims loss" OR "claim reserving" OR "our claim liabilities" OR "claim liabilities" OR "claims liabilities" OR "claim experience" OR "claims experience" OR "case estimates" OR "loss reserving" OR "IBNR" OR "claim development" OR "claims development" OR "claims incurred" OR "incurred claims" OR "claims run-off" OR "individual claims reserving" OR "individual loss reserving" OR "micro-level reserving" OR "micro reserving" OR "granular reserving" OR "insurance reserving" OR "chain ladder" OR "actuarial reserving") AND ("machine learning" OR "ml" OR "artificial intelligence" OR "ai" OR "gen ai" OR "generative artificial intelligence" OR "simulation" OR "forecast" OR "forecasting" OR "predict" OR "estimation" OR "model" OR "modelling" OR "generalized linear model" OR "glm" OR "neural network" OR "network" OR "transformer" OR "recurrent neural network" OR "mixture density network")
2026-04-08 13:57:53,432 | INFO | Domain prefilter terms: disabled
2026-04-08 13:57:53,432 | INFO | Anchor terms: disabled
2026-04-08 13:57:53,432 | INFO | Fetching papers from arXiv
2026-04-08 13:57:53,432 | INFO | arXiv fetch attempt 1/4 (page_size=100, delay_seconds=6.0, num_retries=6)
2026-04-08 13:57:53,915 | INFO | arXiv candidates returned: 100
2026-04-08 13:57:53,915 | INFO | [arxiv_raw] 1/100 id=2604.05143v1 in_window=True domain_match=True prefilter_hits=[] anchor_hits=[] published=2026-04-06 20:11:04+00:00 lead_author=Platon Promyslov title=Existence of a classical solution to the integro-differential equation arising in the Cramér--Lundberg non-life insurance model with proportional investment
2026-04-08 13:57:53,915 | INFO | [arxiv_raw] 2/100 id=2604.02400v1 in_window=True domain_match=True prefilter_hits=[] anchor_hits=[] published=2026-04-02 15:28:37+00:00 lead_author=Jean-Philippe Boucher title=Varying risk exposure in auto insurance: a weighted tweedie framework for experience rating an cancellation penalties
2026-04-08 13:57:53,915 | INFO | [arxiv_raw] 3/100 id=2603.20333v1 in_window=True domain_match=True prefilter_hits=[] anchor_hits=[] published=2026-03-20 07:23:32+00:00 lead_author=Oleksii Bychkov title=Bounded Coupled AI Learning Dynamics in Tri-Hierarchical Drone Swarms
2026-04-08 13:57:53,915 | INFO | [arxiv_raw] 4/100 id=2603.14543v1 in_window=True domain_match=True prefilter_hits=[] anchor_hits=[] published=2026-03-15 18:33:56+00:00 lead_author=Michael Balzer title=Gradient Boosting for Spatial Panel Models with Random and Fixed Effects
2026-04-08 13:57:53,915 | INFO | [arxiv_raw] 5/100 id=2603.13803v1 in_window=True domain_match=True prefilter_hits=[] anchor_hits=[] published=2026-03-14 07:22:43+00:00 lead_author=Amogh Vinaykumar title=ALTIS: Automated Loss Triage and Impact Scoring from Sentinel-1 SAR for Property-Level Flood Damage Assessment
2026-04-08 13:57:53,915 | INFO | [arxiv_raw] 6/100 id=2603.13103v1 in_window=True domain_match=True prefilter_hits=[] anchor_hits=[] published=2026-03-13 15:58:40+00:00 lead_author=Qishen Zhong title=A Feasibility-Enhanced Control Barrier Function Method for Multi-UAV Collision Avoidance
2026-04-08 13:57:53,915 | INFO | [arxiv_raw] 7/100 id=2603.11258v1 in_window=True domain_match=True prefilter_hits=[] anchor_hits=[] published=2026-03-11 19:37:15+00:00 lead_author=Nicolas Baradel title=Continuous-time modeling and bootstrap for Schnieper's reserving
